"inmateid","admitted_dt","discharged_dt","custody_level","bradh","race","gender","age","inmate_status_code","sealed","srg_flg","top_charge","infraction"
"20218543","2022-05-06T19:57:00.000",,"MED","Y","B","M","32","DE","N","N","130.95","N"
"20182441","2022-03-30T22:35:00.000",,"MIN","N","O","M","30","DE","N","N","120.05","N"
"20121045","2022-06-28T18:59:58.000",,,"N","B","M","28","DPV","N","N",,"N"
"20212256","2021-05-17T11:05:00.000",,"MAX","Y","B","M","20","DE","N","Y","105.17","Y"
"21189","2022-03-26T17:04:07.000",,"MIN","N","B","M","51","DE","N","N","265.02","N"
"20211505","2022-05-09T13:20:53.000",,"MED","N","B","M","20","CS","N","Y",,"N"
"20205006","2019-06-13T19:00:00.000",,"MED","N","O","M","48","SSR","N","N",,"N"
"20217296","2022-03-02T12:48:48.000",,"MIN","Y","B","M","19","DE","N","N",,"Y"
"20096026","2021-06-24T23:28:00.000",,"MIN","Y","B","M","60","DEP","N","N","110-125.25","N"
"20132992","2020-06-19T23:21:40.000",,"MAX","Y","O","M","35","DE","N","N","120.05","Y"
"20167394","2020-08-14T17:42:21.000",,"MAX","N","B","M","22","DE","N","Y","125.25","Y"
"20101909","2020-10-06T16:36:27.000",,"MAX","Y","B","M","30","DE","N","N","125.25","Y"
"20119642","2019-08-18T10:33:00.000",,"MED","Y","B","M","29","DE","N","N","VTL 1192.2","N"
"20155889","2022-03-19T05:43:40.000",,"MIN","N","I","M","30","CS","N","N","110-220.16","N"
"20213417","2021-12-02T19:18:40.000",,"MIN","N","B","M","29","DE","N","N","265.03","N"
"20202848","2022-04-29T12:58:53.000",,"MED","Y","W","M","34","DE","N","N","170.25","N"
"20218972","2022-06-02T20:31:08.000",,"MED","Y","B","M","31","DE","N","N","150.15","N"
"20217584","2022-06-10T13:15:00.000",,"MIN","N","B","M","19","CS","N","N","265.03","N"
"86720","2019-01-24T01:30:06.000",,"MED","N","O","M","59","SSR","N","N",,"Y"
"20208590","2022-02-10T22:57:00.000",,"MED","Y","O","F","20","DE","N","N","110-125.25","N"
"20208596","2021-11-10T18:20:08.000",,"MIN","Y","B","M","29","DE","N","N","160.15","N"
"136745","2022-06-07T11:20:00.000",,"MIN","N","W","M","39","DE","N","N","110-125.25","N"
"20210141","2021-06-18T00:52:59.000",,"MAX","N","O","M","20","DE","N","N","110-125.25","Y"
"20215290","2021-08-12T00:22:51.000",,"MIN","N","O","M","40","DE","N","N","220.18","N"
"20100689","2022-03-20T16:45:33.000",,"MED","N","W","M","31","DE","N","N","215.51","N"
"20108626","2022-05-25T11:53:46.000",,"MAX","Y","B","M","34","DE","N","N","140.20","N"
"20118256","2020-04-01T18:06:06.000",,"MAX","N","B","M","25","DE","N","Y","110-125.25","Y"
"105982","2020-11-05T15:46:41.000",,"MAX","N","B","M","48","DE","N","Y","125.25","Y"
"20211419","2021-09-16T12:04:04.000",,"MED","Y","B","M","46","DE","N","N","160.15","Y"
"20218744","2022-05-19T11:07:36.000",,"MIN","N","B","M","24","DE","N","N","130.52","N"
"20147307","2020-10-31T17:45:36.000",,"MED","Y","O","F","61","DE","N","N","160.15","Y"
"20216539","2021-11-27T15:40:25.000",,"MED","N","B","M","53","DE","N","N","125.20","N"
"77047","2021-12-06T16:01:01.000",,"MED","Y","B","M","55","DE","N","N","120.10","Y"
"20125060","2021-02-25T16:34:00.000",,"MAX","N","B","M","27","DEP","N","N","130.50","Y"
"147789","2021-08-22T17:09:49.000",,"MAX","Y","B","M","32","DE","N","Y","160.15","Y"
"20218489","2022-05-03T12:27:51.000",,"MED","N","O","M","50","CS","N","N","130.65","N"
"20144576","2022-01-04T03:26:52.000",,"MAX","Y","B","M","24","DE","N","Y","125.25","Y"
"20218751","2022-05-19T13:40:57.000",,"MED","N","O","M","48","DE","N","N","125.25","N"
"20218261","2022-06-09T17:51:52.000",,"MED","N","B","M","19","DE","N","N","105.15","N"
"20200911","2022-01-14T19:57:00.000",,"MIN","Y","B","M","48","DE","N","N","FOA 900.00","N"
"20094730","2020-06-21T14:35:48.000",,"MAX","N","B","M","27","DE","N","Y","160.10","Y"
"20204146","2022-02-24T18:27:34.000",,"MED","Y","B","M","43","DE","N","N","110-125.25","Y"
"20219098","2022-06-10T16:30:44.000",,"MIN","N","O","M","38","DE","N","N","215.50","N"
"20218492","2022-05-04T00:27:47.000",,"MIN","N","O","M","32","DE","N","N","263.15","N"
"20219194","2022-06-16T05:14:59.000",,"MIN","N","O","M","59","DE","N","N","220.43","N"
"20046597","2022-06-13T10:49:00.000",,,"N","O","M","44","CS","N","N","110-265.03","N"
"101466","2022-04-25T11:27:20.000",,"MIN","N","B","M","36","DE","N","N","265.03","N"
"20218444","2022-04-30T20:35:49.000",,"MED","N","B","M","18","DE","N","N","120.05","N"
"20156091","2022-06-02T18:49:16.000",,"MAX","Y","B","M","27","DE","N","N","120.05","N"
"20114786","2022-04-15T17:03:21.000",,"MED","N","O","M","36","DE","N","N","110-160.15","N"
"20080487","2022-03-23T11:43:15.000",,"MAX","N","B","M","27","DE","N","Y","220.16","N"
"42356","2022-06-21T23:33:36.000",,,"Y","O","M","37","DE","N","N","120.05","N"
"20210915","2022-06-13T14:15:07.000",,"MAX","Y","B","M","37","DE","N","Y","265.02","N"
"20216816","2021-12-20T19:50:34.000",,"MED","Y","B","M","25","DE","N","N","160.15","N"
"20189296","2021-10-05T14:05:00.000",,"MAX","Y","B","M","28","DE","N","Y","265.03","N"
"20218003","2022-03-30T17:11:40.000",,"MED","Y","O","F","32","DE","N","N","125.25","N"
"20148679","2022-02-07T20:11:15.000",,"MAX","Y","B","M","25","DE","N","N","260.10","N"
"170648","2022-06-15T15:36:00.000",,"MIN","N","B","M","43","DE","N","N","265.03","N"
"20219343","2022-06-24T11:51:39.000",,,"N","B","M","20","DE","N","N","160.15","N"
"20214967","2021-11-29T16:03:48.000",,"MED","Y","B","F","29","DE","N","N","125.25","Y"
"20159029","2022-06-10T12:44:18.000",,"MIN","N","O","M","60","DE","N","N","110-125.25","N"
"20176678","2021-07-11T22:05:06.000",,"MAX","N","B","M","23","DE","N","Y","160.15","Y"
"20071694","2022-05-04T20:25:50.000",,"MIN","Y","O","M","43","DE","N","N","155.30","N"
"58151","2022-04-03T16:29:00.000",,"MAX","Y","O","M","38","DE","N","Y","265.03","N"
"38219","2019-12-22T00:44:27.000",,"MAX","Y","O","M","34","SSR","N","N","150.15","Y"
"20176343","2022-04-14T01:18:00.000",,"MED","N","O","M","29","DE","N","Y","220.03","Y"
"2816","2022-04-27T17:44:15.000",,"MED","N","B","M","35","CS","N","N","265.01","N"
"20199405","2021-08-18T15:56:37.000",,"MIN","N","B","M","21","DE","N","Y","265.03","Y"
"168864","2021-12-06T18:07:13.000",,"MIN","Y","B","M","40","DE","N","N","120.05H","N"
"20145289","2022-04-14T01:20:40.000",,"MED","Y","B","M","26","DE","N","Y","160.15","N"
"10003841","2021-05-03T20:28:36.000",,"MIN","N","W","M","41","DE","N","N","120.05","N"
"20217089","2022-01-19T14:06:10.000",,"MIN","Y","B","M","21","CS","N","Y","110-160.05","N"
"20206432","2022-02-26T19:36:40.000",,"MIN","Y","O","M","28","DE","N","N","110-125.25","N"
"20126676","2022-01-26T20:17:17.000",,"MED","Y","O","M","44","DE","N","N","125.25","N"
"10003166","2022-04-30T11:32:15.000",,"MIN","Y","B","M","36","DE","N","N","160.10","N"
"20219186","2022-06-16T00:37:00.000",,"MIN","N","B","M","19","DE","N","Y","265.03","N"
"55469","2022-06-11T08:04:15.000",,,"Y","B","M","40","DE","N","Y","140.20","N"
"20212611","2021-01-07T11:05:52.000",,"MAX","N","O","M","19","DE","N","Y","105.15","Y"
"20190422","2022-03-16T23:20:00.000",,"MED","Y","O","M","33","DE","N","N","140.25","N"
"20212810","2022-06-28T13:46:24.000",,,"N","B","M","45","DEP","N","N","155.25","N"
"20219223","2022-06-17T19:33:49.000",,,"N","O","M","29","DE","N","N","265.11","N"
"20206445","2022-04-27T11:45:00.000",,"MED","N","O","M","21","SSR","N","N",,"N"
"20012714","2022-03-20T11:44:25.000",,"MIN","Y","B","M","46","DE","N","N","140.25","N"
"20129518","2021-10-08T23:34:30.000",,"MED","N","B","M","45","DE","N","N","160.15","N"
"20217730","2022-06-11T19:33:18.000",,"MIN","N","B","F","30","DE","N","N","215.50","N"
"20211773","2020-10-25T01:44:00.000",,"MAX","Y","B","M","20","DE","N","Y","125.25","Y"
"68872","2022-05-15T16:52:23.000",,"MAX","Y","O","M","34","DE","N","N","140.25","N"
"125474","2022-03-23T15:51:14.000",,"MAX","Y","B","M","31","DE","N","N","120.10","Y"
"20217192","2022-01-26T14:43:07.000",,"MED","N","B","M","27","CS","N","N",,"Y"
"20117966","2019-10-04T21:36:49.000",,"MAX","Y","B","M","26","SSR","N","N",,"Y"
"52243","2022-03-08T11:31:05.000",,"MIN","N","O","M","52","CS","N","N","110-220.16","N"
"20219057","2022-06-08T11:49:09.000",,"MIN","N","O","M","25","DE","N","N","220.43","N"
"20209622","2020-03-09T23:55:41.000",,"MAX","N","O","M","25","DE","N","N","215.51","Y"
"127790","2022-06-09T00:51:14.000",,"MED","N","W","M","31","DE","N","N","120.05","N"
"107627","2021-07-02T21:57:45.000",,"MAX","N","B","M","33","DE","N","N","125.25","Y"
"20212067","2022-06-28T19:05:48.000",,,"N","B","M","32","DE","N","N",,"N"
"20217336","2022-03-18T01:50:44.000",,"MIN","Y","B","M","24","DE","N","N","215.51","N"
"20206926","2021-11-30T11:10:00.000",,"MIN","N","O","M","37","CS","N","N","130.60","N"
"20036051","2021-09-30T12:04:39.000",,"MED","Y","W","M","42","DE","N","N","125.15","N"
"20213978","2021-05-07T23:57:07.000",,"MIN","N","W","M","35","DE","N","N","160.15","N"
"47017","2022-02-24T13:12:53.000",,"MIN","N","B","M","57","DE","N","N","160.15","N"
"111673","2022-02-11T21:21:28.000",,"MAX","N","W","M","42","DE","N","N","110-140.25","N"
"20177841","2021-08-29T19:54:45.000",,"MAX","N","B","M","23","DE","N","Y","265.03","Y"
"20207690","2022-06-18T12:37:45.000",,"MED","N","W","M","35","DE","N","N","155.25","N"
"20155627","2021-06-23T11:19:02.000",,"MIN","Y","B","M","31","DE","N","N","230.34","N"
"20218264","2022-04-17T22:33:08.000",,"MIN","N","B","M","33","DE","N","N","265.03","N"
"20167598","2022-03-29T02:21:56.000",,"MED","Y","B","M","31","DE","N","N","110-125.25","N"
"20196729","2021-12-05T03:09:45.000",,"MAX","N","B","M","20","DE","N","N","160.10","Y"
"20186899","2022-04-28T12:48:49.000",,"MIN","N","B","M","21","CS","N","N","155.30","N"
"20218986","2022-06-03T17:20:42.000",,"MED","N","B","F","31","DE","N","N","FOA 900.00","N"
"20050647","2022-01-19T14:21:27.000",,"MAX","N","B","M","28","DE","N","Y","110-125.25","Y"
"20185607","2021-01-27T16:59:44.000",,"MAX","Y","B","M","26","DE","N","Y","125.25","Y"
"20212933","2021-02-05T17:18:29.000",,"MED","N","O","M","36","DE","N","N","220.21","N"
"20211932","2022-06-08T15:45:26.000",,"MED","N","B","M","22","DE","N","N",,"N"
"20098231","2022-02-09T01:11:00.000",,"MAX","N","B","M","25","DE","N","Y","160.15","N"
"4622","2021-08-18T22:31:17.000",,"MED","Y","B","M","35","DE","N","N","110-125.25","N"
"20216688","2021-12-08T14:18:14.000",,"MED","Y","O","M","19","DE","N","N","125.25","N"
"20207332","2022-04-15T11:48:48.000",,"MED","N","O","M","26","DE","N","N","265.03","N"
"20215412","2022-01-31T11:19:02.000",,"MED","N","B","M","20","CS","N","Y","110-125.25","N"
"20190520","2022-06-04T02:31:17.000",,"MAX","N","B","M","21","DE","N","Y","125.21","N"
"20176869","2022-06-28T10:53:26.000",,,"N","B","M","32","DNS","N","N","265.02","N"
"20153544","2017-12-29T01:12:33.000",,"MAX","Y","O","M","28","DE","N","Y","230.34","Y"
"20140644","2022-03-02T20:36:25.000",,"MED","Y","B","F","40","DE","N","N","140.25","N"
"20170482","2022-04-06T21:10:16.000",,"MAX","Y","B","M","26","DE","N","N","160.10","Y"
"33183","2021-11-30T16:09:40.000",,"MED","N","B","M","37","CS","N","N","220.41","N"
"20075264","2022-05-18T19:45:17.000",,"MAX","Y","W","F","30","DE","N","N","160.05","Y"
"20216143","2021-10-23T12:50:21.000",,"MED","Y","O","M","23","DE","N","N","125.27","N"
"35916","2022-06-24T21:35:34.000",,,"N","O","M","40","DEP","N","Y","VOP","N"
"20142133","2022-04-20T12:33:55.000",,"MED","Y","O","M","29","DE","N","N","140.20","N"
"20206437","2021-02-01T12:02:25.000",,"MAX","Y","B","M","20","DE","N","Y","125.25","Y"
"20028817","2021-03-29T22:45:16.000",,"MIN","N","O","M","54","DE","N","N","220.16","N"
"20075228","2020-07-30T16:57:05.000",,"MAX","Y","B","M","29","DNS","N","N",,"Y"
"152169","2020-12-30T17:37:05.000",,"MAX","N","B","M","32","DE","N","Y","125.20","Y"
"20031786","2022-05-31T10:46:51.000",,"MAX","N","O","M","29","DE","N","N","160.15","N"
"20019564","2021-07-26T00:14:00.000",,"MAX","Y","W","M","33","DE","N","N","160.15","N"
"20206660","2019-08-28T19:42:00.000",,"MED","Y","B","M","24","DE","N","N","125.25","Y"
"20216785","2021-12-17T21:37:41.000",,"MAX","Y","O","M","20","DE","N","N","125.25","Y"
"20103928","2021-05-19T17:28:38.000",,"MED","N","B","M","28","DE","N","N","110-120.10","N"
"20212949","2021-02-06T12:20:48.000",,"MED","Y","O","M","48","DE","N","N","130.35","Y"
"20064272","2021-08-12T17:40:05.000",,"MAX","Y","O","M","33","DEP","N","N","125.27","Y"
"20219077","2022-06-09T10:51:35.000",,"MIN","N","W","M","47","DE","N","N","220.21","N"
"157370","2022-05-20T01:33:27.000",,"MED","Y","W","M","34","DE","N","N","110-120.10","N"
"20216701","2021-12-09T17:58:20.000",,"MAX","Y","B","M","28","DE","N","N","265.03","N"
"66011","2022-06-12T01:49:15.000",,"MIN","N","O","M","44","DE","N","N","120.00","N"
"20216747","2021-12-14T17:03:49.000",,"MED","N","B","M","31","DE","N","N","110-130.30","N"
"20212876","2021-01-31T20:16:42.000",,"MED","Y","B","M","30","DE","N","N","125.25","N"
"20002280","2021-12-09T11:14:29.000",,"MIN","Y","O","M","56","DE","N","N","110-125.25","N"
"20211463","2020-10-02T13:32:46.000",,"MAX","Y","O","M","22","DE","N","Y","125.20","Y"
"20217253","2022-02-01T16:44:00.000",,"MED","N","O","M","19","DE","N","N","125.25","Y"
"20196924","2021-03-18T16:53:47.000",,"MAX","Y","B","M","22","DE","N","N","120.10","Y"
"20142196","2022-01-23T00:54:15.000",,"MAX","Y","A","M","45","DE","N","N","160.15","N"
"20176546","2021-03-11T15:17:50.000",,"MAX","Y","B","F","28","DE","N","N","125.25","Y"
"20199294","2022-02-09T17:06:38.000",,"MAX","N","O","M","24","DE","N","N","135.25","N"
"28558","2020-08-30T14:13:48.000",,"MED","Y","B","M","48","SSR","N","N",,"Y"
"20207986","2021-11-18T18:44:36.000",,"MIN","Y","B","M","37","DE","N","N","110-125.25","N"
"46554","2022-04-19T11:13:28.000",,"MED","N","O","M","46","DE","N","N","140.25","Y"
"112562","2021-06-14T01:22:19.000",,"MAX","Y","B","M","25","DE","N","N","110-160.15","N"
"143431","2020-12-26T20:20:48.000",,"MED","N","O","M","67","DE","N","N","130.53","N"
"16675","2022-06-07T18:22:53.000",,"MIN","N","B","M","43","DEP","N","N","VOP","N"
"17294","2022-05-22T08:50:05.000",,"MAX","N","O","M","47","DE","N","N","140.30","N"
"10000464","2022-05-04T16:57:24.000",,"MED","N","B","M","42","DE","N","N","140.30","N"
"20058813","2022-02-24T12:51:58.000",,"MAX","Y","B","M","27","DE","N","N","110-125.25","N"
"20216805","2021-12-19T22:22:00.000",,"MED","Y","B","M","31","DE","N","N","125.25","N"
"20189504","2022-03-15T18:12:54.000",,"MIN","Y","O","M","30","DE","N","N","160.15","N"
"20014590","2020-04-08T01:52:53.000",,"MAX","Y","B","M","32","DE","N","N","160.10","Y"
"20217747","2022-05-12T15:51:23.000",,"MED","N","O","M","19","DE","N","N","120.06","N"
"100980","2022-03-30T22:16:00.000",,"MAX","Y","B","M","36","DE","N","Y","265.03","N"
"20041237","2021-04-16T19:24:20.000",,"MED","N","O","M","30","DE","N","N","220.21","N"
"20218369","2022-04-25T10:38:00.000",,"MIN","Y","O","M","25","DE","N","N","120.05","N"
"33334","2021-07-04T23:49:09.000",,"MED","Y","B","M","36","DE","N","N","125.25","N"
"20122837","2022-06-27T12:53:32.000",,"MAX","Y","B","M","25","DE","N","Y","160.15","N"
"20152391","2022-01-29T22:18:04.000",,"MAX","Y","O","M","25","DEP","N","N","160.10","Y"
"20175576","2022-06-17T12:51:59.000",,"MAX","N","B","M","22","DE","N","Y","110-125.25","N"
"133313","2020-09-06T00:46:42.000",,"MAX","Y","O","M","32","DE","N","N","215.51","Y"
"28748","2021-11-17T17:16:30.000",,"MED","N","O","M","46","DE","N","N","130.35","N"
"20218386","2022-04-26T13:26:53.000",,"MIN","N","O","M","46","DE","N","N","265.03","N"
"20161801","2022-01-03T12:55:42.000",,"MIN","Y","B","M","40","CS","N","N","110-265.03","N"
"133666","2021-11-01T23:41:47.000",,"MIN","Y","B","F","61","DE","N","N","120.05","N"
"165139","2022-05-26T17:38:20.000",,"MIN","N","O","M","46","DE","N","N","160.05","N"
"18136","2022-05-01T00:44:55.000",,"MAX","Y","O","M","42","DEP","N","N","110-160.15","N"
"20013918","2022-04-11T21:01:15.000",,"MED","Y","B","M","45","DE","N","N","160.10","N"
"20169117","2022-03-30T15:30:04.000",,"MAX","Y","O","M","24","CS","N","N","265.01","N"
"20031900","2021-01-16T12:04:20.000",,"MAX","N","B","M","31","DE","N","N","125.25","Y"
"2158","2020-03-29T17:23:35.000",,"MAX","Y","O","M","43","DE","N","Y","125.25","Y"
"20205048","2019-06-15T11:02:00.000",,"MAX","Y","B","M","22","DE","N","Y","125.25","Y"
"20104199","2021-07-22T16:23:00.000",,"MAX","Y","B","M","25","DE","N","N","230.34","Y"
"164111","2022-05-31T15:20:35.000",,"MED","Y","B","M","43","DE","N","N","160.15","N"
"25848","2022-01-26T15:21:56.000",,"MIN","Y","O","M","34","CS","N","N","110-265.03","N"
"20183151","2020-01-25T00:59:52.000",,"MAX","Y","B","M","31","DE","N","N","120.10","Y"
"10674","2021-12-07T23:18:31.000",,"MAX","N","B","M","35","DEP","N","Y","110-125.25","Y"
"20056482","2022-06-12T01:32:30.000",,"MAX","N","W","M","28","DE","N","N",,"N"
"20206370","2019-08-14T12:59:13.000",,"MED","Y","B","M","28","DE","N","N","265.03","Y"
"20079440","2021-10-12T23:33:11.000",,"MIN","Y","O","M","58","DE","N","N","110-125.25","N"
"20092323","2021-02-08T12:26:39.000",,"MIN","Y","B","M","49","SSR","N","N",,"N"
"20112769","2022-06-01T00:43:30.000",,"MIN","N","W","M","47","DE","N","N","265.03","N"
"169420","2020-10-26T02:18:26.000",,"MED","Y","O","M","36","DE","N","N","125.25","Y"
"20086963","2022-03-22T20:53:26.000",,"MAX","N","B","M","28","DE","N","Y","265.03","N"
"20099816","2022-06-01T18:23:01.000",,,"N","B","M","40","DE","N","N","120.00","N"
"20175090","2021-06-30T23:50:52.000",,"MAX","N","B","M","24","DE","N","Y","265.03","N"
"20059404","2022-06-20T19:53:00.000",,"MED","N","B","M","39","DE","N","N","VTL 1111","N"
"7166","2020-01-11T15:53:18.000",,"MED","Y","B","M","35","DE","N","Y",,"Y"
"20193964","2018-04-17T00:10:15.000",,"MAX","N","B","M","31","SSR","N","N",,"Y"
"20078743","2020-12-01T07:56:39.000",,"MED","Y","B","M","30","DE","N","N","CO","N"
"20206617","2022-04-27T11:10:36.000",,"MED","Y","B","M","20","DE","N","Y","160.10","N"
"37419","2021-10-31T13:27:00.000",,"MIN","Y","B","M","38","DE","N","N","110-125.27","N"
"20219398","2022-06-29T00:22:34.000",,,"N","O","M","36","DE","N","N","130.96","N"
"20071015","2021-05-01T11:09:51.000",,"MAX","N","B","M","27","DE","N","N","110-125.25","Y"
"20071070","2020-11-02T12:49:18.000",,"MAX","N","B","M","32","DE","N","Y","125.21","Y"
"10003260","2021-09-10T08:45:30.000",,"MAX","N","A","M","39","DE","N","N","125.25","N"
"20189873","2022-03-30T13:00:16.000",,"MED","Y","B","M","21","DE","N","N","110-125.25","N"
"20210085","2022-04-21T12:20:12.000",,"MIN","Y","B","M","39","DE","N","N","265.03","N"
"20218683","2022-05-15T16:51:00.000",,"MED","N","O","M","42","DE","N","N","120.10","N"
"20060456","2022-01-25T16:40:10.000",,"MED","Y","B","M","44","DE","N","N","110-120.10","N"
"20195031","2021-06-16T23:30:53.000",,"MAX","N","B","M","28","DE","N","Y","125.25","Y"
"136041","2022-06-27T14:50:00.000",,,"Y","O","M","60","DE","N","N","120.00","N"
"124702","2022-03-29T16:41:37.000",,"MAX","Y","B","M","34","DE","N","N","120.05","N"
"21867","2021-10-15T13:21:02.000",,"MAX","N","B","M","35","DEP","N","Y","VOP","N"
"20136963","2021-03-11T20:24:59.000",,"MAX","N","B","M","26","DE","N","Y","125.25","Y"
"138253","2022-02-24T14:42:35.000",,"MAX","Y","B","M","37","DE","N","Y","160.15","N"
"20217602","2022-02-26T12:26:38.000",,"MIN","N","B","M","38","DE","N","N","140.25","N"
"20153677","2021-05-22T12:45:00.000",,"MAX","Y","B","M","25","DE","N","Y","120.10","Y"
"20213935","2021-05-04T21:15:59.000",,"MED","N","W","M","36","DE","N","N","125.25","Y"
"20206118","2021-10-21T19:14:32.000",,"MAX","Y","O","M","31","DE","N","N","110-140.25","N"
"20204700","2021-04-22T00:39:11.000",,"MED","N","B","M","20","DE","N","Y","110-125.25","Y"
"20219392","2022-06-28T11:22:15.000",,,"N","B","M","20","DNS","N","N",,"N"
"20093284","2022-06-23T21:54:58.000",,"MED","N","B","M","29","DE","N","N","155.30","N"
"20189635","2022-05-03T16:06:37.000",,"MED","N","B","M","22","CS","N","N","110-265.03","N"
"162168","2022-06-23T13:51:49.000",,"MAX","N","O","M","36","DE","N","Y","110-125.25","N"
"20022853","2019-07-10T20:16:24.000",,"MAX","N","W","M","35","DE","N","N","265.03","Y"
"20219296","2022-06-22T11:16:56.000",,,"N","O","M","23","SSR","N","N",,"N"
"20214062","2021-05-15T00:34:16.000",,"MIN","Y","O","M","50","DNS","N","N",,"N"
"20169752","2021-03-17T17:05:47.000",,"MAX","Y","O","M","28","DE","N","N","120.05","Y"
"20207533","2019-10-11T14:55:40.000",,"MIN","N","O","M","57","DE","N","N","220.21","N"
"20203253","2021-03-05T03:08:45.000",,"MAX","Y","O","M","22","DE","N","N","110-125.25","Y"
"20090601","2022-06-09T11:25:00.000",,"MIN","N","O","M","50","DE","N","N","220.16","N"
"20215776","2021-09-17T21:08:32.000",,"MAX","Y","B","M","19","DE","N","Y","160.15","Y"
"20161917","2022-03-17T12:37:52.000",,"MIN","N","B","M","27","CS","N","N","1192(3)","N"
"140838","2022-01-21T20:35:00.000",,"MAX","Y","B","M","31","DE","N","N","160.05","N"
"20215139","2022-03-09T17:38:15.000",,"MIN","Y","O","M","52","DE","N","N","120.10","N"
"28552","2022-03-09T16:30:00.000",,"MIN","N","O","M","40","DE","N","N","155.35","Y"
"20218907","2022-05-28T17:05:30.000",,"MIN","Y","A","M","41","DE","N","N","215.51","N"
"20124706","2021-12-31T23:51:06.000",,"MED","Y","O","M","53","DEP","N","N","110-125.25","N"
"10010804","2021-06-09T17:45:56.000",,"MED","N","B","M","30","DE","N","N","125.25","N"
"20219327","2022-06-23T13:20:00.000",,,"Y","B","M","41","DE","N","N","263.16","N"
"20199821","2020-09-12T02:20:58.000",,"MAX","N","B","M","23","DE","N","Y","110-125.25","Y"
"142197","2022-01-02T02:08:26.000",,"MED","N","B","M","61","DEP","N","N","160.15","N"
"20180820","2021-04-14T00:45:31.000",,"MED","Y","W","M","24","DE","N","Y","125.25","Y"
"79839","2020-06-13T00:26:24.000",,"MED","Y","B","M","34","DE","N","N","125.20","Y"
"20216459","2021-11-19T13:06:04.000",,"MAX","N","B","M","19","DE","N","Y","265.03","Y"
"62112","2021-07-23T11:41:49.000",,"MAX","Y","B","M","34","DEP","N","Y","125.25","Y"
"20212893","2021-02-02T16:08:17.000",,"MAX","Y","B","M","23","DE","N","N","120.07","Y"
